Rank,Name,Team,POS,W,L,ERA,GMS,GS,SV,IP,H,R,ER,HR,BB,SO,AVG,WHIP,PTS
1,Shane Bieber,CLE,SP,8,1,1.63,12,12,0,77.1,46,15,14,7,21,122,0.167,0.87,644
2,Yu Darvish,CHC,SP,8,3,2.01,12,12,0,76,59,18,17,5,14,93,0.211,0.96,544
3,Trevor Bauer,CIN,SP,5,4,1.73,11,11,0,73,41,17,14,9,17,100,0.159,0.8,543
4,Jacob deGrom,NYM,SP,4,2,2.38,12,12,0,68,47,21,18,7,18,104,0.19,0.96,518
5,Gerrit Cole,NYY,SP,7,3,2.84,12,11,0,73,53,27,23,14,17,94,0.197,0.96,502
5,Lance Lynn,TEX,SP,6,3,3.32,13,13,0,84,64,34,31,13,25,89,0.206,1.06,502
7,Lucas Giolito,CHW,SP,4,3,3.48,12,12,0,72.1,47,31,28,8,28,97,0.184,1.04,480
7,Dinelson Lamet,SD,SP,3,1,2.09,12,12,0,69,39,18,16,5,20,93,0.161,0.86,480
9,Aaron Nola,PHI,SP,5,5,3.28,12,11,0,71.1,54,31,26,9,23,96,0.205,1.08,478
10,Brandon Woodruff,MIL,SP,3,5,3.05,13,13,0,73.2,55,26,25,9,18,91,0.204,0.99,461
11,Luis Castillo,CIN,SP,4,6,3.21,12,12,0,70,62,31,25,5,24,89,0.233,1.23,454
12,Zac Gallen,ARI,SP,3,2,2.75,12,12,0,72,55,24,22,9,25,82,0.21,1.11,450
13,Max Scherzer,WSH,SP,5,4,3.74,12,12,0,67.1,70,30,28,10,23,92,0.26,1.38,448
13,Kenta Maeda,MIN,SP,6,1,2.7,11,11,0,66.2,40,20,20,9,10,80,0.168,0.75,448
15,Corbin Burnes,MIL,RP,4,1,2.11,12,9,0,59.2,37,15,14,2,24,88,0.174,1.02,441
16,Carlos Carrasco,CLE,SP,3,4,2.91,12,12,0,68,55,22,22,8,27,82,0.221,1.21,438
17,Kyle Hendricks,CHC,SP,6,5,2.88,12,12,0,81.1,73,26,26,10,8,64,0.24,1,430
18,German Márquez,COL,SP,4,6,3.75,13,13,0,81.2,78,41,34,6,25,73,0.247,1.26,422
19,Hyun-Jin Ryu,TOR,SP,5,2,2.69,12,12,0,67,60,22,20,6,17,72,0.234,1.15,415
20,Framber Valdez,HOU,SP,5,3,3.57,11,10,0,70.2,63,32,28,5,16,76,0.239,1.12,410
21,Tyler Glasnow,TB,SP,5,1,4.08,11,11,0,57.1,43,26,26,11,22,91,0.2,1.13,409
22,Dylan Bundy,LAA,SP,6,3,3.29,11,11,0,65.2,51,27,24,5,17,72,0.208,1.04,401
23,Zach Davies,SD,SP,7,4,2.73,12,12,0,69.1,55,26,21,9,19,63,0.215,1.07,400
24,Marco Gonzales,SEA,SP,7,2,3.1,11,11,0,69.2,59,27,24,8,7,64,0.222,0.95,395
25,Clayton Kershaw,LAD,SP,6,2,2.16,10,10,0,58.1,41,18,14,8,8,62,0.194,0.84,379
26,Kevin Gausman,SF,SP,3,3,3.62,12,10,0,59.2,50,26,24,8,16,79,0.221,1.11,378
27,Sonny Gray,CIN,SP,5,3,3.7,11,11,0,56,42,26,23,4,26,72,0.203,1.21,365
28,Aaron Civale,CLE,SP,4,6,4.74,12,12,0,74,82,39,39,11,16,69,0.282,1.32,364
29,Chris Bassitt,OAK,SP,5,2,2.29,11,11,0,63,56,18,16,6,17,55,0.233,1.16,356
30,Zack Wheeler,PHI,SP,4,2,2.92,11,11,0,71,67,26,23,3,16,53,0.254,1.17,355
30,José Berríos,MIN,SP,5,4,4,12,12,0,63,57,28,28,8,26,68,0.238,1.32,355
32,Andrew Heaney,LAA,SP,4,3,4.46,12,12,0,66.2,63,35,33,9,19,70,0.246,1.23,351
33,Zack Greinke,HOU,SP,3,3,4.03,12,12,0,67,67,30,30,6,9,67,0.256,1.13,350
34,Adam Wainwright,STL,SP,5,3,3.15,10,10,0,65.2,54,25,23,9,15,54,0.221,1.05,348
35,Zach Eflin,PHI,SP,4,2,3.97,11,10,0,59,60,28,26,8,15,70,0.263,1.27,345
36,Zach Plesac,CLE,SP,4,2,2.28,8,8,0,55.1,38,14,14,8,6,57,0.191,0.8,343
37,Max Fried,ATL,SP,7,0,2.25,11,11,0,56,42,14,14,2,19,50,0.211,1.09,334
38,Pablo López,MIA,SP,6,4,3.61,11,11,0,57.1,50,27,23,4,18,59,0.23,1.19,332
39,Dallas Keuchel,CHW,SP,6,2,1.99,11,11,0,63.1,52,15,14,2,17,42,0.218,1.09,330
40,Brady Singer,KC,SP,4,5,4.06,12,12,0,64.1,52,29,29,8,23,61,0.22,1.17,325
41,Antonio Senzatela,COL,SP,5,3,3.44,12,12,0,73.1,71,29,28,9,18,41,0.254,1.21,313
42,Patrick Corbin,WSH,SP,2,7,4.66,11,11,0,65.2,85,35,34,10,18,60,0.308,1.57,311
43,Blake Snell,TB,SP,4,2,3.24,11,11,0,50,42,19,18,10,18,63,0.228,1.2,309
44,Jesús Luzardo,OAK,RP,3,2,4.12,12,9,0,59,58,27,27,9,17,59,0.257,1.27,307
45,Taijuan Walker,TOR,SP,4,3,2.7,11,11,0,53.1,43,23,16,8,19,50,0.214,1.16,306
46,Cristian Javier,HOU,RP,5,2,3.48,12,10,0,54.1,36,21,21,11,18,54,0.188,0.99,304
47,Chris Paddack,SD,SP,4,5,4.73,12,12,0,59,60,33,31,14,12,58,0.262,1.22,302
48,Lance McCullers Jr.,HOU,SP,3,3,3.93,11,11,0,55,44,29,24,5,20,56,0.22,1.16,299
49,Kyle Freeland,COL,SP,2,3,4.33,13,13,0,70.2,77,34,34,9,23,46,0.278,1.42,296
50,Tyler Mahle,CIN,SP,2,2,3.59,10,9,0,47.2,34,21,19,6,21,60,0.198,1.15,294
51,Justus Sheffield,SEA,SP,4,3,3.58,10,10,0,55.1,52,23,22,2,20,48,0.251,1.3,292
52,Spencer Turnbull,DET,SP,4,4,3.97,11,11,0,56.2,47,25,25,2,29,51,0.226,1.34,288
53,Griffin Canning,LAA,SP,2,3,3.99,11,11,0,56.1,54,29,25,8,23,56,0.257,1.37,286
54,Kyle Gibson,TEX,SP,2,6,5.35,12,12,0,67.1,73,44,40,12,30,58,0.275,1.53,284
55,Alec Mills,CHC,RP,5,4,4.48,12,11,0,62.1,53,31,31,13,19,46,0.23,1.16,282
55,Dustin May,LAD,RP,3,1,2.57,12,10,0,56,45,18,16,9,16,44,0.22,1.09,282
57,Nathan Eovaldi,BOS,SP,4,2,3.72,9,9,0,48.1,51,20,20,8,7,52,0.273,1.2,281
58,Danny Duffy,KC,SP,4,4,4.95,12,11,0,56.1,53,33,31,10,22,57,0.249,1.33,275
58,Dylan Cease,CHW,SP,5,4,4.01,12,12,0,58.1,50,30,26,12,34,44,0.234,1.44,275
60,Julio Urías,LAD,RP,3,0,3.27,11,10,0,55,45,20,20,5,18,45,0.22,1.15,274
60,Brad Keller,KC,SP,5,3,2.47,9,9,0,54.2,39,16,15,2,17,35,0.202,1.02,274
62,Frankie Montas,OAK,SP,3,5,5.6,11,11,0,53,57,35,33,10,23,60,0.27,1.51,270
63,Johnny Cueto,SF,SP,2,3,5.4,12,12,0,63.1,61,41,38,9,26,56,0.248,1.37,268
64,Tony Gonsolin,LAD,SP,2,2,2.31,9,8,0,46.2,32,13,12,2,7,46,0.193,0.84,266
65,Mike Minor,OAK,SP,1,6,5.56,12,11,0,56.2,50,36,35,11,20,62,0.23,1.24,265
66,Martin Pérez,BOS,SP,3,5,4.5,12,12,0,62,55,33,31,8,28,46,0.24,1.34,261
66,Devin Williams,MIL,RP,4,1,0.33,22,0,0,27,8,4,1,1,9,53,0.089,0.63,261
68,David Peterson,NYM,SP,6,2,3.44,10,9,0,49.2,36,20,19,5,24,40,0.202,1.21,260
69,Robbie Ray,TOR,SP,2,5,6.62,12,11,0,51.2,53,40,38,13,45,68,0.261,1.9,257
70,Matthew Boyd,DET,SP,3,7,6.71,12,12,0,60.1,67,46,45,15,22,60,0.278,1.48,256
71,Tyler Anderson,SF,SP,4,3,4.37,13,11,0,59.2,58,32,29,5,25,41,0.256,1.39,251
71,Ryan Yarbrough,TB,RP,1,4,3.56,11,9,0,55.2,54,22,22,5,12,44,0.256,1.19,251
73,Rick Porcello,NYM,SP,1,7,5.64,12,12,0,59,74,41,37,5,15,54,0.303,1.51,250
73,Mike Fiers,OAK,SP,6,3,4.58,11,11,0,59,65,31,30,9,16,37,0.275,1.37,250
75,Sean Manaea,OAK,SP,4,3,4.5,11,11,0,54,57,32,27,7,8,45,0.27,1.2,248
76,Garrett Richards,SD,SP,2,2,4.03,14,10,0,51.1,47,23,23,7,17,46,0.244,1.25,247
76,Joe Musgrove,PIT,SP,1,5,3.86,8,8,0,39.2,33,17,17,5,16,55,0.226,1.24,247
78,Masahiro Tanaka,NYY,SP,3,3,3.56,10,10,0,48,48,25,19,9,8,44,0.257,1.17,245
79,Sandy Alcantara,MIA,SP,3,2,3,7,7,0,42,35,22,14,4,15,39,0.226,1.19,243
80,J.A. Happ,NYY,SP,2,2,3.47,9,8,0,49.1,37,19,19,8,15,42,0.208,1.05,241
81,Kris Bubic,KC,SP,1,6,4.32,10,10,0,50,52,29,24,8,22,49,0.263,1.48,239
82,Jon Lester,CHC,SP,3,3,5.16,12,12,0,61,64,35,35,11,17,42,0.262,1.33,238
83,Mike Clevinger,SD,SP,3,2,3.02,8,8,0,41.2,34,14,14,6,14,40,0.231,1.15,237
84,Jack Flaherty,STL,SP,4,3,4.91,9,9,0,40.1,33,22,22,6,16,49,0.221,1.22,234
85,Ian Anderson,ATL,SP,3,2,1.95,6,6,0,32.1,21,11,7,1,14,41,0.172,1.08,229
86,Josh Lindblom,MIL,RP,2,4,5.16,12,10,0,45.1,42,26,26,6,16,52,0.244,1.28,226
87,Chad Kuhl,PIT,SP,2,3,4.27,11,8,0,46.1,35,26,22,8,28,44,0.212,1.36,225
87,Justin Dunn,SEA,SP,4,1,4.34,10,10,0,45.2,31,23,22,10,31,38,0.189,1.36,225
87,Yusei Kikuchi,SEA,SP,2,5,5.17,9,9,0,47,41,27,27,3,20,47,0.238,1.3,225
90,Edwin Díaz,NYM,RP,2,1,1.75,26,0,6,25.2,18,6,5,2,14,50,0.186,1.25,224
90,Logan Webb,SF,SP,3,4,5.47,13,11,0,54.1,61,38,33,4,24,46,0.288,1.56,224
92,James Karinchak,CLE,RP,1,2,2.67,27,0,1,27,14,9,8,1,16,53,0.157,1.11,222
93,JT Brubaker,PIT,SP,1,3,4.94,11,9,0,47.1,48,27,26,6,17,48,0.262,1.37,218
94,Alex Cobb,BAL,SP,2,5,4.3,10,10,0,52.1,52,27,25,8,18,38,0.252,1.34,216
95,Trevor Williams,PIT,SP,2,8,6.18,11,11,0,55.1,66,42,38,15,21,49,0.296,1.57,215
95,John Means,BAL,SP,2,3,4.53,10,9,0,43.2,36,22,22,12,7,42,0.22,0.99,215
97,Jordan Montgomery,NYY,SP,2,3,5.11,10,10,0,44,48,27,25,7,9,47,0.265,1.3,214
98,Tyler Matzek,ATL,SP,4,3,2.79,21,0,0,29,23,9,9,1,10,43,0.211,1.14,213
98,Luke Weaver,ARI,SP,1,9,6.58,12,12,0,52,63,39,38,10,18,55,0.292,1.56,213
100,Brett Anderson,MIL,SP,4,4,4.21,10,10,0,47,50,24,22,6,10,32,0.27,1.28,211
100,Adrian Houser,MIL,SP,1,6,5.3,12,11,0,56,63,41,33,8,21,44,0.285,1.5,211
102,Mike Mayers,LAA,RP,2,0,2.1,29,0,2,30,18,10,7,2,9,43,0.162,0.9,210
102,Seth Lugo,NYM,RP,3,4,5.16,16,5,3,36.2,40,22,21,8,10,47,0.274,1.36,210
102,Triston McKenzie,CLE,SP,2,1,3.24,8,6,0,33.1,21,12,12,6,9,42,0.179,0.9,210
105,Peter Fairbanks,TB,RP,6,3,2.7,27,2,0,26.2,23,9,8,2,14,39,0.228,1.39,209
106,Steven Brault,PIT,SP,1,3,3.38,11,10,0,42.2,29,17,16,2,22,38,0.195,1.2,208
106,Freddy Peralta,MIL,RP,3,1,3.99,15,1,0,29.1,22,14,13,2,12,47,0.202,1.16,208
106,Tejay Antone,CIN,SP,0,3,2.8,13,4,0,35.1,20,11,11,4,16,45,0.165,1.02,208
109,Taylor Clarke,ARI,SP,3,0,4.36,12,5,0,43.1,35,23,21,8,21,40,0.217,1.29,205
109,Sixto Sánchez,MIA,SP,3,2,3.46,7,7,0,39,36,15,15,3,11,33,0.25,1.21,205
111,Walker Buehler,LAD,SP,1,0,3.44,8,8,0,36.2,24,18,14,7,11,42,0.178,0.96,204
111,Dakota Hudson,STL,SP,3,2,2.77,8,8,0,39,24,13,12,5,15,31,0.178,1,204
113,Anibal Sánchez,WSH,SP,4,5,6.62,11,11,0,53,70,40,39,11,18,43,0.312,1.66,199
114,Randy Dobnak,MIN,RP,6,4,4.05,10,10,0,46.2,50,21,21,3,13,27,0.278,1.35,198
114,Kwang Hyun Kim,STL,SP,3,0,1.62,8,7,2,39,28,9,7,3,12,24,0.197,1.03,198
116,Ross Stripling,TOR,SP,3,3,5.84,12,9,1,49.1,56,37,32,13,18,40,0.279,1.5,194
116,Matt Foster,CHW,RP,6,1,2.2,23,2,0,28.2,16,8,7,2,9,31,0.16,0.87,194
118,Daniel Ponce De Leon,STL,SP,1,3,4.96,9,7,0,32.2,23,18,18,8,20,45,0.19,1.32,193
118,Nick Margevicius,SEA,SP,2,3,4.57,10,7,0,41.1,38,21,21,6,14,36,0.244,1.26,193
120,Charlie Morton,TB,SP,2,2,4.74,9,9,0,38,43,21,20,4,10,42,0.279,1.4,192
120,Austin Voth,WSH,SP,2,5,6.34,11,11,0,49.2,57,36,35,14,18,44,0.281,1.51,192
122,Liam Hendriks,OAK,RP,3,1,1.78,24,0,14,25.1,14,6,5,1,3,37,0.154,0.67,190
123,Brent Suter,MIL,RP,2,0,3.13,16,4,0,31.2,30,13,11,4,5,38,0.244,1.11,188
123,Merrill Kelly,ARI,SP,3,2,2.59,5,5,0,31.1,26,9,9,5,5,29,0.218,0.99,188
125,Vince Velasquez,PHI,SP,1,1,5.56,9,7,0,34,36,21,21,5,17,46,0.269,1.56,187
126,Jake Arrieta,PHI,SP,4,4,5.08,9,9,0,44.1,51,25,25,6,16,32,0.298,1.51,186
126,Rich Hill,MIN,SP,2,2,3.03,8,8,0,38.2,28,13,13,3,17,31,0.204,1.16,186
126,Jonathan Hernández,TEX,RP,5,1,2.9,27,0,0,31,24,10,10,2,8,31,0.218,1.03,186
129,Alex Young,ARI,SP,2,4,5.44,15,7,0,46.1,51,30,28,11,14,39,0.277,1.4,184
130,Dane Dunning,CHW,SP,2,0,3.97,7,7,0,34,25,17,15,4,13,35,0.197,1.12,182
131,Josh Tomlin,ATL,RP,2,2,4.77,17,5,0,39.2,40,22,21,6,8,36,0.263,1.21,180
131,Chris Stratton,PIT,RP,2,1,3.9,27,0,0,30,26,19,13,3,13,39,0.222,1.3,180
133,José Cisnero,DET,RP,3,3,3.03,29,0,1,29.2,23,10,10,1,10,34,0.209,1.11,179
133,Josh Staumont,KC,RP,2,1,2.46,26,0,0,25.2,20,8,7,2,16,37,0.213,1.4,179
135,Greg Holland,KC,RP,3,0,1.91,28,0,6,28.1,20,8,6,1,7,31,0.198,0.95,178
136,Erick Fedde,WSH,RP,1,4,4.29,11,8,0,50.1,47,25,24,10,22,28,0.241,1.37,177
136,Scott Barlow,KC,RP,2,1,4.2,32,0,2,30,27,14,14,4,9,39,0.239,1.2,177
136,Cal Quantrill,CLE,SP,2,0,2.25,18,3,1,32,31,12,8,4,8,31,0.25,1.22,177
139,Trevor Rosenthal,SD,RP,1,0,1.9,23,0,11,23.2,12,6,5,2,8,38,0.145,0.85,176
139,Michael Lorenzen,CIN,RP,3,1,4.28,23,2,0,33.2,30,17,16,3,17,35,0.236,1.4,176
139,Lucas Sims,CIN,SP,3,0,2.46,20,0,0,25.2,13,10,7,3,11,34,0.144,0.94,176
139,Josh Fleming,TB,RP,5,0,2.78,7,5,0,32.1,28,10,10,5,7,25,0.23,1.08,176
143,Drew Smyly,SF,SP,0,1,3.42,7,5,0,26.1,20,11,10,2,9,42,0.198,1.1,175
143,Tyler Alexander,DET,SP,2,3,3.96,14,2,0,36.1,39,16,16,8,9,34,0.283,1.32,175
145,Matt Wisler,MIN,RP,0,1,1.07,18,4,1,25.1,15,3,3,2,14,35,0.165,1.15,172
146,Deivi García,NYY,SP,3,2,4.98,6,5,0,34.1,35,20,19,6,6,33,0.299,1.19,171
147,Derek Holland,PIT,RP,1,3,6.86,12,5,0,40.2,42,33,31,12,15,45,0.261,1.4,170
147,Tanner Roark,TOR,SP,2,3,6.8,11,11,0,47.2,60,39,36,14,23,41,0.309,1.74,170
149,Grant Dayton,ATL,RP,2,1,2.31,18,0,0,27.1,22,9,7,4,11,32,0.212,1.21,169
149,Richard Rodríguez,PIT,RP,3,2,2.7,24,0,4,23.1,15,8,7,3,5,34,0.176,0.86,169
149,Génesis Cabrera,STL,RP,4,1,2.42,20,0,1,22.1,10,9,6,3,16,32,0.13,1.16,169
152,Miguel Castro,NYM,RP,2,2,4.01,26,0,2,24.2,28,12,11,4,13,38,0.275,1.66,167
153,Jake Diekman,OAK,RP,2,0,0.42,21,0,0,21.1,8,2,1,1,12,31,0.111,0.94,166
154,Rafael Dolis,TOR,RP,2,2,1.5,24,0,5,24,16,9,4,1,14,31,0.186,1.25,165
154,Raisel Iglesias,CIN,RP,4,3,2.74,22,0,8,23,16,11,7,1,5,31,0.19,0.91,165
156,Tommy Milone,ATL,SP,1,4,6.69,9,9,0,39,55,34,29,9,6,40,0.324,1.56,164
157,Kenley Jansen,LAD,RP,3,1,3.33,27,0,11,24.1,19,11,9,2,9,33,0.204,1.15,163
158,Kyle Wright,ATL,SP,2,4,5.21,8,8,0,38,35,23,22,7,24,30,0.243,1.55,162
159,Chad Green,NYY,RP,3,3,3.51,22,0,1,25.2,13,13,10,5,8,32,0.14,0.82,161
159,Tarik Skubal,DET,SP,1,4,5.63,8,7,0,32,28,21,20,9,11,37,0.235,1.22,161
161,Trevor May,MIN,RP,1,0,3.86,24,0,2,23.1,20,11,10,5,7,38,0.225,1.16,160
161,Jake McGee,LAD,RP,3,1,2.66,24,0,0,20.1,14,6,6,2,3,33,0.187,0.84,160
161,Austin Gomber,STL,RP,1,1,1.86,14,4,0,29,19,6,6,1,15,27,0.19,1.17,160
164,Matt Andriese,LAA,RP,2,4,4.5,16,1,2,32,21,17,16,5,11,33,0.179,1,159
164,J.B. Wendelken,OAK,RP,1,1,1.8,21,0,0,25,17,8,5,2,11,31,0.177,1.12,159
166,Elieser Hernandez,MIA,SP,1,0,3.16,6,6,0,25.2,21,10,9,5,5,34,0.212,1.01,158
167,Jordan Lyles,TEX,SP,1,6,7.02,12,9,0,57.2,67,49,45,12,23,36,0.285,1.56,156
167,Tyler Duffey,MIN,RP,1,1,1.88,22,0,0,24,13,6,5,2,6,31,0.153,0.79,156
169,Daniel Norris,DET,SP,3,1,3.25,14,1,0,27.2,25,10,10,2,7,28,0.231,1.16,155
170,Phillips Valdez,BOS,RP,1,1,3.26,24,0,0,30.1,33,16,11,3,16,30,0.28,1.62,154
170,Trevor Rogers,MIA,SP,1,2,6.11,7,6,0,28,32,20,19,5,13,39,0.283,1.61,154
172,Ryan Weber,BOS,RP,1,3,4.4,17,5,0,43,44,23,21,8,14,27,0.26,1.35,153
172,John Curtiss,TB,RP,3,0,1.8,17,3,2,25,21,7,5,3,3,25,0.221,0.96,153
174,Evan Marshall,CHW,RP,2,1,2.38,23,0,0,22.2,17,6,6,1,7,30,0.198,1.06,152
174,Gio González,CHW,SP,1,2,4.83,12,4,0,31.2,40,19,17,6,19,34,0.305,1.86,152
174,Codi Heuer,CHW,RP,3,0,1.52,21,0,1,23.2,12,4,4,1,9,25,0.145,0.89,152
177,Brad Hand,CLE,RP,2,1,2.05,23,0,16,22,13,8,5,0,4,29,0.162,0.77,150
177,Chasen Shreve,NYM,RP,1,0,3.96,17,0,0,25,17,12,11,4,12,34,0.191,1.16,150
177,Patrick Sandoval,LAA,SP,1,5,5.65,9,6,0,36.2,37,26,23,10,12,33,0.252,1.34,150
180,Daniel Bard,COL,RP,4,2,3.65,23,0,6,24.2,22,10,10,2,10,27,0.234,1.3,149
180,Félix Peña,LAA,RP,3,0,4.05,25,0,2,26.2,27,12,12,2,8,29,0.255,1.31,149
180,Keegan Akin,BAL,SP,1,2,4.56,8,6,0,25.2,27,17,13,3,10,35,0.262,1.44,149
180,Jaime Barria,LAA,SP,1,0,3.62,7,5,0,32.1,27,13,13,3,9,27,0.223,1.11,149
184,Trevor Cahill,SF,SP,1,2,3.24,11,6,0,25,16,10,9,3,14,31,0.18,1.2,147
184,Paul Fry,BAL,RP,2,0,2.46,22,0,0,22,22,7,6,3,9,29,0.247,1.41,147
186,Travis Lakins,BAL,RP,3,2,2.81,22,0,1,25.2,25,11,8,2,13,25,0.243,1.48,146
186,Phil Maton,CLE,RP,3,3,4.57,23,0,0,21.2,23,14,11,1,6,32,0.261,1.34,146
188,Michael Pineda,MIN,SP,2,0,3.38,5,5,0,26.2,25,10,10,0,7,25,0.248,1.2,145
188,Tanner Rainey,WSH,RP,1,1,2.66,20,0,0,20.1,8,6,6,4,7,32,0.116,0.74,145
190,Michael Wacha,NYM,SP,1,4,6.62,8,7,0,34,46,26,25,9,7,37,0.313,1.56,144
190,Tyler Clippard,MIN,RP,2,1,2.77,26,2,0,26,19,9,8,2,4,26,0.202,0.89,144
190,Jorge Alcala,MIN,RP,2,1,2.63,16,0,0,24,21,8,7,3,8,27,0.239,1.21,144
193,Yency Almonte,COL,RP,3,0,2.93,24,0,1,27.2,25,13,9,2,6,23,0.24,1.12,143
194,Thomas Hatch,TOR,SP,3,1,2.73,17,1,0,26.1,18,11,8,2,13,23,0.191,1.18,142
195,Pierce Johnson,SD,RP,3,1,2.7,24,0,0,20,15,7,6,2,9,27,0.211,1.2,141
195,Kyle Zimmer,KC,RP,1,0,1.57,16,1,0,23,14,4,4,0,10,26,0.175,1.04,141
195,Tyler Rogers,SF,RP,3,3,4.5,29,0,3,28,31,16,14,2,6,27,0.265,1.32,141
198,Chase Anderson,TOR,SP,1,2,7.22,10,7,0,33.2,45,29,27,11,10,38,0.315,1.63,140
198,Drew Pomeranz,SD,RP,1,0,1.45,20,0,4,18.2,9,3,3,1,10,29,0.145,1.02,140
198,Nick Wittgren,CLE,RP,2,0,3.42,25,0,0,23.2,18,9,9,4,6,28,0.207,1.01,140
198,Diego Castillo,TB,RP,3,0,1.66,22,0,4,21.2,12,4,4,3,11,23,0.156,1.06,140
202,Victor González,LAD,SP,3,0,1.33,15,1,0,20.1,13,3,3,0,2,23,0.176,0.74,139
203,Ryan Brasier,BOS,RP,1,0,3.96,25,1,0,25,24,12,11,2,11,30,0.242,1.4,138
203,Aaron Loup,TB,RP,3,2,2.52,24,0,0,25,17,9,7,3,4,22,0.198,0.84,138
203,Stefan Crichton,ARI,RP,2,2,2.42,26,0,5,26,22,7,7,1,9,23,0.229,1.19,138
206,Wander Suero,WSH,RP,2,0,3.8,22,0,0,23.2,20,10,10,1,10,28,0.227,1.27,137
206,A.J. Minter,ATL,RP,1,1,0.83,22,0,0,21.2,15,3,2,1,9,24,0.197,1.11,137
206,Kyle Finnegan,WSH,RP,1,0,2.92,25,0,0,24.2,21,10,8,2,13,27,0.221,1.38,137
206,Tanner Houck,BOS,SP,3,0,0.53,3,3,0,17,6,2,1,1,9,21,0.113,0.88,137
210,Nick Anderson,TB,RP,2,1,0.55,19,0,6,16.1,5,2,1,1,3,26,0.089,0.49,136
210,Adbert Alzolay,CHC,SP,1,1,2.95,6,4,0,21.1,12,8,7,1,13,29,0.169,1.17,136
212,Matt Barnes,BOS,RP,1,3,4.3,24,0,9,23,18,13,11,4,14,31,0.212,1.39,135
212,Chris Mazza,BOS,RP,1,2,4.8,9,6,0,30,34,18,16,3,15,29,0.288,1.63,135
212,Jose Urquidy,HOU,SP,1,1,2.73,5,5,0,29.2,22,9,9,4,8,17,0.206,1.01,135
215,Jorge López,BAL,RP,2,2,6.69,10,6,0,39,46,32,29,7,12,28,0.341,1.49,134
215,Andre Scrubb,HOU,RP,1,0,1.9,20,0,1,23.2,15,5,5,1,20,24,0.188,1.48,134
217,Darren O'Day,ATL,RP,4,0,1.1,19,0,0,16.1,8,3,2,1,5,22,0.136,0.8,133
217,Jeremy Jeffress,CHC,RP,4,1,1.54,22,0,8,23.1,10,5,4,1,12,17,0.132,0.94,133
217,Wandy Peralta,SF,RP,1,1,3.29,25,0,0,27.1,22,13,10,3,11,25,0.22,1.21,133
220,Ryan Pressly,HOU,RP,1,3,3.43,23,0,12,21,21,10,8,2,7,29,0.25,1.33,132
220,Josh Hader,MIL,RP,1,2,3.79,21,0,13,19,8,8,8,3,10,31,0.121,0.95,132
220,Tyler Zuber,KC,RP,1,2,4.09,23,0,0,22,15,11,10,4,20,30,0.195,1.59,132
223,Madison Bumgarner,ARI,SP,1,4,6.48,9,9,0,41.2,47,31,30,13,13,30,0.276,1.44,131
223,Ryan Castellani,COL,SP,1,4,5.82,10,9,0,43.1,37,30,28,12,26,25,0.236,1.45,131
223,Alex Reyes,STL,RP,2,1,3.2,15,1,1,19.2,14,10,7,1,14,27,0.192,1.42,131
