ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Probable Pitcher,Injury Status,Starting
mlb.p.7977,Andrew,McCutchen,OF,PHI,CHC,PHI@CHC,8:05PM EDT,19,8.3," "," "," "
mlb.p.8821,Brandon,Kintzler,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,1.8,No," ",No
mlb.p.8873,Matt,Moore,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,4.8,No," ",No
mlb.p.8875,Bryce,Harper,OF,PHI,CHC,PHI@CHC,8:05PM EDT,21,9.3," "," "," "
mlb.p.9124,Zack,Wheeler,P,PHI,CHC,PHI@CHC,8:05PM EDT,52,28.1,No," ",No
mlb.p.9247,Jean,Segura,2B,PHI,CHC,PHI@CHC,8:05PM EDT,17,7.5," "," "," "
mlb.p.9282,Didi,Gregorius,SS,PHI,CHC,PHI@CHC,8:05PM EDT,15,6.4," "," "," "
mlb.p.9446,Brad,Miller,2B,PHI,CHC,PHI@CHC,8:05PM EDT,7,4.4," "," "," "
mlb.p.9542,Archie,Bradley,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,2.2,No," ",No
mlb.p.9718,J.T.,Realmuto,C,PHI,CHC,PHI@CHC,8:05PM EDT,12,7.2," "," "," "
mlb.p.9779,Hector,Neris,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,2.8,No," ",No
mlb.p.9882,Aaron,Nola,P,PHI,CHC,PHI@CHC,8:05PM EDT,36,20.1,No," ",No
mlb.p.9906,Odubel,Herrera,OF,PHI,CHC,PHI@CHC,8:05PM EDT,10,6.6," ",DTD," "
mlb.p.9992,Vince,Velasquez,P,PHI,CHC,PHI@CHC,8:05PM EDT,31,12.7,No," ",No
mlb.p.10050,Travis,Jankowski,OF,PHI,CHC,PHI@CHC,8:05PM EDT,9,3.2," "," "," "
mlb.p.10088,Ronald,Torreyes,SS,PHI,CHC,PHI@CHC,8:05PM EDT,7,4.4," "," "," "
mlb.p.10141,Zach,Eflin,P,PHI,CHC,PHI@CHC,8:05PM EDT,35,17.6,Yes," ",Yes
mlb.p.10555,Andrew,Knapp,C,PHI,CHC,PHI@CHC,8:05PM EDT,7,2.9," "," "," "
mlb.p.10556,Rhys,Hoskins,1B,PHI,CHC,PHI@CHC,8:05PM EDT,18,8.2," "," "," "
mlb.p.10692,Jose,Alvarado,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,3.7,No," ",No
mlb.p.11064,Enyel,De Los Santos,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,3.0,No," ",No
mlb.p.11117,Ranger,Suarez,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,7.4,No," ",No
mlb.p.11365,Alec,Bohm,3B,PHI,CHC,PHI@CHC,8:05PM EDT,13,5.7," "," "," "
mlb.p.11955,Connor,Brogdon,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,3.1,No," ",No
mlb.p.12104,Bailey,Falter,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,6.6,No," ",No
mlb.p.12207,Luke,Williams,2B,PHI,CHC,PHI@CHC,8:05PM EDT,7,3.5," "," "," "
mlb.p.10213,Sam,Coonrod,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,3.3,No,IL10,No
mlb.p.8239,Matt,Joyce,OF,PHI,CHC,PHI@CHC,8:05PM EDT,7,2.2," ",IL10," "
mlb.p.9698,Chase,Anderson,P,PHI,CHC,PHI@CHC,8:05PM EDT,29,5.5,No,COVID,No
mlb.p.10140,Roman,Quinn,OF,PHI,CHC,PHI@CHC,8:05PM EDT,7,3.6," ",IL60," "
mlb.p.10931,JoJo,Romero,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,1.2,No,IL60,No
mlb.p.11011,Seranthony,Dominguez,P,PHI,CHC,PHI@CHC,8:05PM EDT,25,0.0,No,IL60,No
mlb.p.8621,Jason,Heyward,OF,CHC,PHI,PHI@CHC,8:05PM EDT,11,5.0," "," "," "
mlb.p.8622,Craig,Kimbrel,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,5.6,No," ",No
mlb.p.8623,Jake,Arrieta,P,CHC,PHI,PHI@CHC,8:05PM EDT,26,9.3,No,IL10,No
mlb.p.8828,Eric,Sogard,3B,CHC,PHI,PHI@CHC,8:05PM EDT,7,3.0," ",IL10," "
mlb.p.8868,Anthony,Rizzo,1B,CHC,PHI,PHI@CHC,8:05PM EDT,13,7.1," "," "," "
mlb.p.8944,Rex,Brothers,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,4.1,No," ",No
mlb.p.8990,Robinson,Chirinos,C,CHC,PHI,PHI@CHC,8:05PM EDT,7,7.1," "," "," "
mlb.p.9313,Rafael,Ortega,OF,CHC,PHI,PHI@CHC,8:05PM EDT,7,3.1," "," "," "
mlb.p.9340,Jake,Marisnick,OF,CHC,PHI,PHI@CHC,8:05PM EDT,7,4.6," "," "," "
mlb.p.9414,Joc,Pederson,OF,CHC,PHI,PHI@CHC,8:05PM EDT,13,6.6," "," "," "
mlb.p.9557,Javier,Baez,SS,CHC,PHI,PHI@CHC,8:05PM EDT,18,8.3," ",DTD," "
mlb.p.9558,Kris,Bryant,OF,CHC,PHI,PHI@CHC,8:05PM EDT,10,8.3," ",DTD," "
mlb.p.9758,Kyle,Hendricks,P,CHC,PHI,PHI@CHC,8:05PM EDT,47,17.4,No," ",No
mlb.p.9782,Andrew,Chafin,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,3.6,No," ",No
mlb.p.9910,Dan,Winkler,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,3.2,No," ",No
mlb.p.10005,Adam,Morgan,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,0.7,No," ",No
mlb.p.10070,Zach,Davies,P,CHC,PHI,PHI@CHC,8:05PM EDT,38,10.9,No," ",No
mlb.p.10166,Willson,Contreras,C,CHC,PHI,PHI@CHC,8:05PM EDT,11,6.9," "," "," "
mlb.p.10297,Alec,Mills,P,CHC,PHI,PHI@CHC,8:05PM EDT,26,6.8,No," ",No
mlb.p.10440,Ian,Happ,OF,CHC,PHI,PHI@CHC,8:05PM EDT,7,5.2," "," "," "
mlb.p.10858,Adbert,Alzolay,P,CHC,PHI,PHI@CHC,8:05PM EDT,34,17.1,Yes," ",Yes
mlb.p.11093,Patrick,Wisdom,3B,CHC,PHI,PHI@CHC,8:05PM EDT,8,6.9," "," "," "
mlb.p.11164,Brad,Wieck,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,5.9,No," ",No
mlb.p.11284,Nico,Hoerner,2B,CHC,PHI,PHI@CHC,8:05PM EDT,12,7.0," "," "," "
mlb.p.11287,Keegan,Thompson,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,5.7,No," ",No
mlb.p.8521,Jose,Lobaton,C,CHC,PHI,PHI@CHC,8:05PM EDT,7,1.2," ",IL60," "
mlb.p.9959,Ryan,Tepera,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,3.7,No,IL10,No
mlb.p.10803,Dillon,Maples,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,5.4,No,IL10,No
mlb.p.11949,P.J.,Higgins,C,CHC,PHI,PHI@CHC,8:05PM EDT,7,1.1," ",IL60," "
mlb.p.10999,David,Bote,3B,CHC,PHI,PHI@CHC,8:05PM EDT,9,4.9," ",IL10," "
mlb.p.10144,Trevor,Williams,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,11.7,No," ",No
mlb.p.9775,Matt,Duffy,3B,CHC,PHI,PHI@CHC,8:05PM EDT,7,4.9," ",IL60," "
mlb.p.11202,Justin,Steele,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,6.3,No,IL10,No
mlb.p.9082,Austin,Romine,C,CHC,PHI,PHI@CHC,8:05PM EDT,7,1.5," ",IL60," "
mlb.p.10390,Jonathan,Holder,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,2.8,No,IL60,No
mlb.p.11143,Rowan,Wick,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,3.1,No,IL60,No
mlb.p.11179,Sergio,Alcantara,2B,CHC,PHI,PHI@CHC,8:05PM EDT,7,4.0," "," "," "
mlb.p.9593,Kohl,Stewart,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,7.1,No,IL10,No
mlb.p.11435,Cory,Abbott,P,CHC,PHI,PHI@CHC,8:05PM EDT,25,4.3,No," ",No
mlb.p.7946,Joey,Votto,1B,CIN,MIL,CIN@MIL,8:10PM EDT,17,7.8," "," "," "
mlb.p.8641,Sean,Doolittle,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,2.6,No," ",No
mlb.p.9017,Wade,Miley,P,CIN,MIL,CIN@MIL,8:10PM EDT,38,18.7,No," ",No
mlb.p.9040,Brad,Brach,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,3.6,No," ",No
mlb.p.9108,Nick,Castellanos,OF,CIN,MIL,CIN@MIL,8:10PM EDT,18,9.7," "," "," "
mlb.p.9459,Sonny,Gray,P,CIN,MIL,CIN@MIL,8:10PM EDT,39,19.7,No," ",No
mlb.p.9519,Heath,Hembree,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,4.3,No," ",No
mlb.p.9561,Jesse,Winker,OF,CIN,MIL,CIN@MIL,8:10PM EDT,15,9.4," "," "," "
mlb.p.9664,Tucker,Barnhart,C,CIN,MIL,CIN@MIL,8:10PM EDT,12,5.8," "," "," "
mlb.p.9724,Eugenio,Suarez,3B,CIN,MIL,CIN@MIL,8:10PM EDT,12,6.7," "," "," "
mlb.p.10021,Josh,Osich,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,3.4,No," ",No
mlb.p.10121,Tyler,Naquin,OF,CIN,MIL,CIN@MIL,8:10PM EDT,8,6.7," "," "," "
mlb.p.10171,Amir,Garrett,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,1.9,No," ",No
mlb.p.10345,Mike,Freeman,SS,CIN,MIL,CIN@MIL,8:10PM EDT,7,1.9," "," "," "
mlb.p.10452,Vladimir,Gutierrez,P,CIN,MIL,CIN@MIL,8:10PM EDT,30,14.9,No," ",No
mlb.p.10455,Tyler,Mahle,P,CIN,MIL,CIN@MIL,8:10PM EDT,44,20.6,Yes," ",Yes
mlb.p.10456,Tyler,Stephenson,C,CIN,MIL,CIN@MIL,8:10PM EDT,13,5.8," "," "," "
mlb.p.10514,Luis,Castillo,P,CIN,MIL,CIN@MIL,8:10PM EDT,41,14.1,No," ",No
mlb.p.10644,Cionel,Perez,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,1.5,No," ",No
mlb.p.10775,Kyle,Farmer,SS,CIN,MIL,CIN@MIL,8:10PM EDT,10,4.7," ",DTD," "
mlb.p.11134,Aristides,Aquino,OF,CIN,MIL,CIN@MIL,8:10PM EDT,9,5.0," "," "," "
mlb.p.11292,Jonathan,India,2B,CIN,MIL,CIN@MIL,8:10PM EDT,18,7.4," "," "," "
mlb.p.11533,Art,Warren,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,4.5,No," ",No
mlb.p.11683,Ryan,Hendrix,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,2.9,No," ",No
mlb.p.11721,Shogo,Akiyama,OF,CIN,MIL,CIN@MIL,8:10PM EDT,7,2.7," "," "," "
mlb.p.12219,Alejo,Lopez,2B,CIN,MIL,CIN@MIL,8:10PM EDT,7,2.7," "," "," "
mlb.p.11682,Tejay,Antone,P,CIN,MIL,CIN@MIL,8:10PM EDT,28,7.0,No,IL10,No
mlb.p.9544,Lucas,Sims,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,4.2,No,IL10,No
mlb.p.9978,Michael,Feliz,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,1.2,No,IL10,No
mlb.p.10174,Alex,Blandino,1B,CIN,MIL,CIN@MIL,8:10PM EDT,7,2.5," ",IL10," "
mlb.p.10547,Max,Schrock,2B,CIN,MIL,CIN@MIL,8:10PM EDT,7,4.6," ",IL10," "
mlb.p.9896,Jeff,Hoffman,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,11.0,No,IL10,No
mlb.p.8685,Mike,Moustakas,1B,CIN,MIL,CIN@MIL,8:10PM EDT,7,6.7," ",IL60," "
mlb.p.10453,Nick,Senzel,3B,CIN,MIL,CIN@MIL,8:10PM EDT,7,5.1," ",IL60," "
mlb.p.11711,Brandon,Bailey,P,CIN,MIL,CIN@MIL,8:10PM EDT,25,3.4,No,IL60,No
mlb.p.9949,Michael,Lorenzen,P,CIN,MIL,CIN@MIL,8:10PM EDT,29,6.3,No,IL60,No
mlb.p.9004,Manny,Pina,C,MIL,CIN,CIN@MIL,8:10PM EDT,7,4.0," "," "," "
mlb.p.9215,Brad,Boxberger,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,3.6,No," ",No
mlb.p.9281,Avisail,Garcia,OF,MIL,CIN,CIN@MIL,8:10PM EDT,15,7.3," "," "," "
mlb.p.9320,Christian,Yelich,OF,MIL,CIN,CIN@MIL,8:10PM EDT,18,8.0," "," "," "
mlb.p.9338,Jackie,Bradley Jr.,OF,MIL,CIN,CIN@MIL,8:10PM EDT,8,4.7," "," "," "
mlb.p.9618,Jace,Peterson,2B,MIL,CIN,CIN@MIL,8:10PM EDT,18,6.8," "," "," "
mlb.p.9809,Hunter,Strickland,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,3.0,No," ",No
mlb.p.9893,Willy,Adames,SS,MIL,CIN,CIN@MIL,8:10PM EDT,20,7.2," "," "," "
mlb.p.10098,Adrian,Houser,P,MIL,CIN,CIN@MIL,8:10PM EDT,29,14.0,Yes," ",Yes
mlb.p.10131,Josh,Hader,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,5.8,No," ",No
mlb.p.10195,Tyrone,Taylor,OF,MIL,CIN,CIN@MIL,8:10PM EDT,8,5.3," "," "," "
mlb.p.10337,Omar,Narvaez,C,MIL,CIN,CIN@MIL,8:10PM EDT,15,6.6," "," "," "
mlb.p.10370,Brent,Suter,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,4.6,No," ",No
mlb.p.10570,Luis,Urias,3B,MIL,CIN,CIN@MIL,8:10PM EDT,13,6.9," "," "," "
mlb.p.10576,Eric,Lauer,P,MIL,CIN,CIN@MIL,8:10PM EDT,28,14.5,No," ",No
mlb.p.10730,Brandon,Woodruff,P,MIL,CIN,CIN@MIL,8:10PM EDT,53,27.7,No," ",No
mlb.p.10736,Hoby,Milner,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,2.9,No," ",No
mlb.p.10910,Corbin,Burnes,P,MIL,CIN,CIN@MIL,8:10PM EDT,43,27.7,No," ",No
mlb.p.10912,Keston,Hiura,1B,MIL,CIN,CIN@MIL,8:10PM EDT,12,4.7," "," "," "
mlb.p.11014,Freddy,Peralta,P,MIL,CIN,CIN@MIL,8:10PM EDT,52,25.9,No," ",No
mlb.p.11153,Pablo,Reyes,3B,MIL,CIN,CIN@MIL,8:10PM EDT,7,2.1," "," "," "
mlb.p.11628,Devin,Williams,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,4.3,No," ",No
mlb.p.12211,Jake,Cousins,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,7.6,No," ",No
mlb.p.12214,Miguel,Sanchez,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,4.3,No," ",No
mlb.p.9103,Kolten,Wong,2B,MIL,CIN,CIN@MIL,8:10PM EDT,7,7.8," ",IL10," "
mlb.p.9556,Daniel,Vogelbach,1B,MIL,CIN,CIN@MIL,8:10PM EDT,9,4.7," ",IL10," "
mlb.p.8409,Brett,Anderson,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,8.5,No," ",No
mlb.p.9961,Travis,Shaw,3B,MIL,CIN,CIN@MIL,8:10PM EDT,7,5.3," ",IL60," "
mlb.p.8762,Lorenzo,Cain,OF,MIL,CIN,CIN@MIL,8:10PM EDT,10,6.4," ",IL10," "
mlb.p.12017,Dylan,File,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,0.0,No,IL60,No
mlb.p.12067,Justin,Topa,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,5.8,No,IL60,No
mlb.p.11703,Mark,Mathias,OF,MIL,CIN,CIN@MIL,8:10PM EDT,7,3.1," ",IL60," "
mlb.p.10620,Rowdy,Tellez,1B,MIL,CIN,CIN@MIL,8:10PM EDT,7,3.7," "," "," "
mlb.p.10364,Jandel,Gustave,P,MIL,CIN,CIN@MIL,8:10PM EDT,25,0.0,No," ",No
mlb.p.9613,Gregory,Polanco,OF,PIT,NYM,PIT@NYM,7:10PM EDT,7,5.7," ",IL10," "
mlb.p.9626,Kyle,Crick,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,2.2,No," ",No
mlb.p.9768,Chasen,Shreve,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,2.5,No," ",No
mlb.p.9969,Wilmer,Difo,3B,PIT,NYM,PIT@NYM,7:10PM EDT,7,2.8," "," "," "
mlb.p.10031,Tyler,Anderson,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,16.2,No," ",No
mlb.p.10143,Chad,Kuhl,P,PIT,NYM,PIT@NYM,7:10PM EDT,29,11.2,No," ",No
mlb.p.10165,Duane,Underwood Jr.,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,4.5,No," ",No
mlb.p.10190,Chase,De Jong,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,11.3,No," ",No
mlb.p.10283,Ben,Gamel,OF,PIT,NYM,PIT@NYM,7:10PM EDT,13,4.7," "," "," "
mlb.p.10311,Chris,Stratton,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,4.2,No," ",No
mlb.p.10318,Jacob,Stallings,C,PIT,NYM,PIT@NYM,7:10PM EDT,7,6.0," "," "," "
mlb.p.10322,Adam,Frazier,2B,PIT,NYM,PIT@NYM,7:10PM EDT,13,7.9," "," "," "
mlb.p.10564,Kevin,Newman,SS,PIT,NYM,PIT@NYM,7:10PM EDT,7,4.0," "," "," "
mlb.p.10566,Ke'Bryan,Hayes,3B,PIT,NYM,PIT@NYM,7:10PM EDT,11,7.7," "," "," "
mlb.p.10569,Clay,Holmes,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,2.9,No," ",No
mlb.p.10577,Bryan,Reynolds,OF,PIT,NYM,PIT@NYM,7:10PM EDT,18,8.6," "," "," "
mlb.p.10811,Richard,Rodriguez,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,4.0,No," ",No
mlb.p.10827,Phillip,Evans,OF,PIT,NYM,PIT@NYM,7:10PM EDT,7,5.1," ",IL7," "
mlb.p.10963,Wil,Crowe,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,8.6,No," ",No
mlb.p.11041,Sam,Howard,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,3.1,No," ",No
mlb.p.11119,Michael,Perez,C,PIT,NYM,PIT@NYM,7:10PM EDT,7,4.0," "," "," "
mlb.p.11216,Kyle,Keller,P,PIT,NYM,PIT@NYM,7:10PM EDT,25,3.5,No," ",No
